,Unnamed: 0,stereotype_sentence,stereotype_type,original_idx,gender_identity,age_range,employment_status,sector,religion,country,nationality,lang,translated_stereotype,identity_term,attribute_term,ethnic_identity,Person Assigned to,person assigned to
568,713.0,Women should be quiet,women,35.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Women should be quiet,women,quiet,['urhobo'],Oluchi,
569,714.0,Women should take care of the home,women,35.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Women should take care of the home,women,should take care of the home,['urhobo'],Oluchi,
570,715.0,Men are strong,men,35.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,sv,Men are strong,men,strong,['urhobo'],Oluchi,
571,716.0,Men should provide,men,35.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Men should provide,men,should provide,['urhobo'],Oluchi,
572,717.0,Men always cheat,men,35.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Men always cheat,men,always cheat,['urhobo'],Oluchi,
573,718.0,Yorubas are very accommodating,ethnicity_region,35.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Yorubas are very accommodating,yoruba people,very accommodating,['urhobo'],Oluchi,
574,719.0,yorubas love going to and giving great parties,ethnicity_region,35.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,yorubas love going to and giving great parties,yoruba people,love to party,['urhobo'],Oluchi,
575,720.0,yorubas are cowards,ethnicity_region,35.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,yorubas are cowards,yoruba people,cowards,['urhobo'],Oluchi,
576,722.0,igbos are industrious,ethnicity_region,35.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,igbos are industrious,igbo people,industrious,['urhobo'],Oluchi,
577,723.0,hausas are foolish,ethnicity_region,35.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,hausas are foolish,hausa people,foolish,['urhobo'],Oluchi,
578,724.0,igbos make good husbands,ethnicity_region,35.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,af,igbos make good husbands,igbo people,make good husbands,['urhobo'],Oluchi,
579,725.0,Moslems are myopic,religion,35.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Moslems are myopic,muslims,myopic,['urhobo'],Oluchi,
580,726.0,Most Christians can't be trusted,religion,35.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Most Christians can't be trusted,christians,can't be trusted,['urhobo'],Oluchi,
581,727.0,Old people are wise,age,35.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Old people are wise,old people,are wise,['urhobo'],Oluchi,
582,728.0,young people are impatient,age,35.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,young people are impatient,young people,are impatient,['urhobo'],Oluchi,
583,729.0,Doctors are knowledgeable,profession,35.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Doctors are knowledgeable,doctors,knowledgeable,['urhobo'],Oluchi,
584,731.0,Artisans do a bad job so they can keep coming back for more work,profession,35.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Artisans do a bad job so they can keep coming back for more work,artisans,do a bad job so they can keep coming back for more work,['urhobo'],Oluchi,
585,732.0,Children should shoe elders respect,misc,35.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Children should shoe elders respect,children,should show elders respect ,['urhobo'],Oluchi,
586,738.0,Muslims are erroneously equated to terrorism,religion,36.0,Male,Over 50 *,Unemployed *,,Islam,Nigeria,Nigerian,en,Muslims are erroneously equated to terrorism,muslims,erroneously equated to terrorism,"['igbo', 'hausa', 'yoruba', 'ijaw', 'idoma', 'ishan', 'igala', 'igbira']",Oluchi,
587,,Christians are more actively involved in evangelism and missionary but the Muslims are accused of islamization due largely to intolerance. Traditional worshipping is almost in extinction in Nigeria .,religion,36.0,Male,Over 50 *,Unemployed *,,Islam,Nigeria,Nigerian,en,Christians are more actively involved in evangelism and missionary but the Muslims are accused of islamization due largely to intolerance,muslims,accused of islamization ,"['igbo', 'hausa', 'yoruba', 'ijaw', 'idoma', 'ishan', 'igala', 'igbira']",Oluchi,
588,743.0,Women are caring,women,37.0,Male,26–35 *,Employed *,Education * IT & Software   *,Other,Kenya,Kenyan,en,Women are caring,women,caring,['other'],Oluchi,
589,744.0,women are sensitive,women,37.0,Male,26–35 *,Employed *,Education * IT & Software   *,Other,Kenya,Kenyan,en,women are sensitive,women,sensitive,['other'],Oluchi,
590,745.0,women are emotional,women,37.0,Male,26–35 *,Employed *,Education * IT & Software   *,Other,Kenya,Kenyan,en,women are emotional,women,emotional,['other'],Oluchi,
591,746.0,Men are short-tempered,men,37.0,Male,26–35 *,Employed *,Education * IT & Software   *,Other,Kenya,Kenyan,en,Men are short-tempered,men,short-tempered,['other'],Oluchi,
592,747.0,men are stubborn,men,37.0,Male,26–35 *,Employed *,Education * IT & Software   *,Other,Kenya,Kenyan,sv,men are stubborn,men,stubborn,['other'],Oluchi,
593,748.0,men are logical,men,37.0,Male,26–35 *,Employed *,Education * IT & Software   *,Other,Kenya,Kenyan,es,men are logical,men,logical,['other'],Oluchi,
594,751.0,Young people are naive,age,37.0,Male,26–35 *,Employed *,Education * IT & Software   *,Other,Kenya,Kenyan,en,Young people are naive,young people,are naive,['other'],Oluchi,
595,752.0,old people are slow,age,37.0,Male,26–35 *,Employed *,Education * IT & Software   *,Other,Kenya,Kenyan,en,old people are slow,old people,are slow,['other'],Oluchi,
596,753.0,old people are traditional,age,37.0,Male,26–35 *,Employed *,Education * IT & Software   *,Other,Kenya,Kenyan,en,old people are traditional,old people,are traditional,['other'],Oluchi,
597,754.0,young people are soft,age,37.0,Male,26–35 *,Employed *,Education * IT & Software   *,Other,Kenya,Kenyan,en,young people are soft,young people,are soft,['other'],Oluchi,
598,755.0,Engineers are smart,profession,37.0,Male,26–35 *,Employed *,Education * IT & Software   *,Other,Kenya,Kenyan,en,Engineers are smart,engineers,smart,['other'],Oluchi,
599,756.0,Doctors are hardworking,profession,37.0,Male,26–35 *,Employed *,Education * IT & Software   *,Other,Kenya,Kenyan,en,Doctors are hardworking,doctors,hardworking,['other'],Oluchi,
600,757.0,Artists are lazy,profession,37.0,Male,26–35 *,Employed *,Education * IT & Software   *,Other,Kenya,Kenyan,en,Artists are lazy,artists,lazy,['other'],Oluchi,
601,760.0,Les femmes sénégalaises sont sensuelles,women,38.0,Female,26–35 *,Employed *,Human Centered Design *,Islam,Senegal,Senegalese,fr,Senegalese women are sensual,senegalese women,sensual,['serrere'],Oluchi,
602,761.0,Les femmes sénégalaises savent retenir leurs maris,women,38.0,Female,26–35 *,Employed *,Human Centered Design *,Islam,Senegal,Senegalese,fr,Senegalese women know how to hold back their husbands,senegalese women,know how to hold back their husbands,['serrere'],Oluchi,
603,762.0,Les femmes sénégalaises sont de bonnes cuisinières,women,38.0,Female,26–35 *,Employed *,Human Centered Design *,Islam,Senegal,Senegalese,fr,Senegalese women are good cooks,senegalese women,good cooks,['serrere'],Oluchi,
604,765.0,Les hommes sénégalaises ne cuisinent pas,men,38.0,Female,26–35 *,Employed *,Human Centered Design *,Islam,Senegal,Senegalese,fr,Senegalese men do not cook,senegalese men,do not cook,['serrere'],Oluchi,
605,769.0,Les personnes du groupe ethniques serere sont ont beaucoup de caractère,ethnicity_region,38.0,Female,26–35 *,Employed *,Human Centered Design *,Islam,Senegal,Senegalese,fr,People of the serere ethnic group are have a lot of character,serere people,a lot of character,['serrere'],Oluchi,
606,774.0,les chrétiens sont tres discrets et correcte,religion,38.0,Female,26–35 *,Employed *,Human Centered Design *,Islam,Senegal,Senegalese,fr,Christians are very discreet and correct,christians,very discrete,['serrere'],Oluchi,
607,,les chrétiens sont tres discrets et correcte,religion,38.0,Female,26–35 *,Employed *,Human Centered Design *,Islam,Senegal,Senegalese,fr,Christians are very discreet and correct,christians,correct,['serrere'],Oluchi,
608,775.0,les personnes agées sont des rois,age,38.0,Female,26–35 *,Employed *,Human Centered Design *,Islam,Senegal,Senegalese,fr,The elderly are kings,old people,kings,['serrere'],Oluchi,
609,776.0,Les médecins sont hautains,profession,38.0,Female,26–35 *,Employed *,Human Centered Design *,Islam,Senegal,Senegalese,fr,Doctors are haughty,doctors,haughty,['serrere'],Oluchi,
610,780.0,les femmes doivent cuisiner,misc,38.0,Female,26–35 *,Employed *,Human Centered Design *,Islam,Senegal,Senegalese,fr,Women have to cook,women,must cook,['serrere'],Oluchi,
611,781.0,les femmes sont naives,misc,38.0,Female,26–35 *,Employed *,Human Centered Design *,Islam,Senegal,Senegalese,fr,Women are nive,women,naive,['serrere'],Oluchi,
612,782.0,Women are smart,women,39.0,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,sv,Women are smart,women,smart,['tiv'],Oluchi,
613,783.0,Men are providers,men,39.0,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,da,Men are providers,men,providers,['tiv'],Oluchi,
614,785.0,Christians are homely and nice,religion,39.0,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Christians are homely and nice,christians,homely,['tiv'],Oluchi,
615,,Christians are homely and nice,religion,39.0,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Christians are homely and nice,christians,nice,['tiv'],Oluchi,
616,786.0,Old people are brave,age,39.0,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Old people are brave,old people,are brave,['tiv'],Oluchi,
617,787.0,Politicians are in a game of interest,profession,39.0,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Politicians are in a game of interest,politicians,in a game of interest,['tiv'],Oluchi,
618,789.0,farmers are hardworking,profession,39.0,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,farmers are hardworking,farmers,hardworking,['tiv'],Oluchi,
619,791.0,Women are special creation,misc,39.0,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Women are special creation,women,special creation,['tiv'],Oluchi,
620,792.0,Women are strong brave and powerful,misc,39.0,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Women are strong brave and powerful,women,strong,['tiv'],Oluchi,
621,,Women are strong brave and powerful,misc,39.0,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Women are strong brave and powerful,women,brave,['tiv'],Oluchi,
622,,Women are strong brave and powerful,misc,39.0,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Women are strong brave and powerful,women,powerful,['tiv'],Oluchi,
623,793.0,Women are maternal,women,40.0,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Women are maternal,women,maternal,['other'],Oluchi,
624,794.0,Women are gold diggers,women,40.0,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,da,Women are gold diggers,women,gold diggers,['other'],Oluchi,
625,795.0,Women are weak,women,40.0,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,nl,Women are weak,women,weak,['other'],Oluchi,
626,796.0,Women are strong,women,40.0,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Women are strong,women,strong,['other'],Oluchi,
627,797.0,Women are emotional,women,40.0,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Women are emotional,women,emotional,['other'],Oluchi,
628,798.0,Women are peacemakers,women,40.0,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Women are peacemakers,women,peacemakers,['other'],Oluchi,
629,799.0,Women are the fabric of our communities,women,40.0,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Women are the fabric of our communities,women,the fabric of our communities,['other'],Daniella,
630,800.0,Men are providers,men,40.0,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,da,Men are providers,men,providers,['other'],Daniella,
631,801.0,Men are violent,men,40.0,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,nl,Men are violent,men,violent,['other'],Daniella,
632,802.0,Men are strong,men,40.0,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,sv,Men are strong,men,strong,['other'],Daniella,
633,803.0,Men are protective,men,40.0,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Men are protective,men,protective,['other'],Daniella,
634,804.0,Men are lazy,men,40.0,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,es,Men are lazy,men,lazy,['other'],Daniella,
635,805.0,Men are powerful,men,40.0,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Men are powerful,men,powerful,['other'],Daniella,
636,806.0,Men are leaders,men,40.0,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,es,Men are leaders,men,leaders,['other'],Daniella,
637,811.0,White people are evil,ethnicity_region,40.0,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,White people are evil,white people,are evil,['other'],Daniella,
638,812.0,White people are selfish,ethnicity_region,40.0,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,White people are selfish,white people,are selfish,['other'],Daniella,
639,813.0,White people are opportunists,ethnicity_region,40.0,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,White people are opportunists,white people,are opportunists,['other'],Daniella,
640,814.0,Jews are greedy,ethnicity_region,40.0,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Jews are greedy,jews,greedy,['other'],Daniella,
641,815.0,Christians are not tolerant,ethnicity_region,40.0,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Christians are not tolerant,christians,not tolerant,['other'],Daniella,
642,817.0,Old people are thoughtful,age,40.0,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Old people are thoughtful,old people,are thoughtful,['other'],Daniella,
643,818.0,Young people are impatient,age,40.0,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Young people are impatient,young people,are impatient,['other'],Daniella,
644,819.0,Young people are spontaneous,age,40.0,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Young people are spontaneous,young people,are spontaneous,['other'],Daniella,
645,820.0,Young people are selfish,age,40.0,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Young people are selfish,young people,are selfish,['other'],Daniella,
646,821.0,Old people are benevolent,age,40.0,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,nl,Old people are benevolent,old people,are benevolent,['other'],Daniella,
647,823.0,Doctors are arrogant,profession,40.0,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Doctors are arrogant,doctors,arrogant,['other'],Daniella,
648,824.0,Nurses are mean,profession,40.0,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,fr,Nurses are mean,nurses,mean,['other'],Daniella,
649,825.0,Traders are greedy,profession,40.0,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Traders are greedy,traders,greedy,['other'],Daniella,
650,826.0,Traders are cheats,profession,40.0,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Traders are cheats,traders,cheats,['other'],Daniella,
651,831.0,Bankers are greedy,profession,40.0,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,af,Bankers are greedy,bankers,greedy,['other'],Daniella,
652,834.0,les femmes sont organisées,women,41.0,Female,26–35 *,Employed *,Research  *,Islam,Senegal,Senegalese,fr,Women are organized,women,organized,['serrere'],Daniella,
653,835.0,les femmes sont maternelles,women,41.0,Female,26–35 *,Employed *,Research  *,Islam,Senegal,Senegalese,fr,Women are maternal,women,maternal,['serrere'],Daniella,
654,836.0,les femmes sont émotives,women,41.0,Female,26–35 *,Employed *,Research  *,Islam,Senegal,Senegalese,fr,Women are emotional,women,emotional,['serrere'],Daniella,
655,837.0,les hommes sont leader,men,41.0,Female,26–35 *,Employed *,Research  *,Islam,Senegal,Senegalese,fr,Men are the leader,men,leaders,['serrere'],Daniella,
656,838.0,les hommes sont pragmatiques,men,41.0,Female,26–35 *,Employed *,Research  *,Islam,Senegal,Senegalese,fr,Men are pragmatic,men,pragmatic,['serrere'],Daniella,
657,839.0,les hommes sont  infidèles,men,41.0,Female,26–35 *,Employed *,Research  *,Islam,Senegal,Senegalese,fr,Men are unfaithful,men,unfaithful,['serrere'],Daniella,
658,841.0,les peulhs sont ethnocentristes,ethnicity_region,41.0,Female,26–35 *,Employed *,Research  *,Islam,Senegal,Senegalese,fr,The Peulhs are ethnocentricists,peulh people,ethnocentricists,['serrere'],Daniella,
659,843.0,les musulmans sont religieux,religion,41.0,Female,26–35 *,Employed *,Research  *,Islam,Senegal,Senegalese,fr,Muslims are religious,muslims,religious,['serrere'],Daniella,
660,844.0,les jeunes sont impulsifs,age,41.0,Female,26–35 *,Employed *,Research  *,Islam,Senegal,Senegalese,fr,Young people are impulsive,young people,are impulsive,['serrere'],Daniella,
661,845.0,les personnes agées sont sages,age,41.0,Female,26–35 *,Employed *,Research  *,Islam,Senegal,Senegalese,fr,The elderly are wise,old people,wise,['serrere'],Daniella,
662,847.0,les enseignants sont durs,profession,41.0,Female,26–35 *,Employed *,Research  *,Islam,Senegal,Senegalese,fr,Teachers are hard,teachers,hard,['serrere'],Daniella,
663,850.0,Women are caring,women,42.0,Female,36–50 *,Employed *,Healthcare   * IT & Software   *  *,Christianity,Nigeria,Nigerian,en,Women are caring,women,caring,['hausa'],Daniella,
664,851.0,Men don’t cry,men,42.0,Female,36–50 *,Employed *,Healthcare   * IT & Software   *  *,Christianity,Nigeria,Nigerian,fr,Men don’t cry,men,don’t cry,['hausa'],Daniella,
665,852.0,Northerners are beautiful,ethnicity_region,42.0,Female,36–50 *,Employed *,Healthcare   * IT & Software   *  *,Christianity,Nigeria,Nigerian,en,Northerners are beautiful,people from northern nigeria,beautiful,['hausa'],Daniella,
666,853.0,Christians are peaceful,religion,42.0,Female,36–50 *,Employed *,Healthcare   * IT & Software   *  *,Christianity,Nigeria,Nigerian,en,Christians are peaceful,christians,peaceful,['hausa'],Daniella,
667,854.0,Young people are impatient,age,42.0,Female,36–50 *,Employed *,Healthcare   * IT & Software   *  *,Christianity,Nigeria,Nigerian,en,Young people are impatient,young people,are impatient,['hausa'],Daniella,
668,855.0,Nurses are mean,profession,42.0,Female,36–50 *,Employed *,Healthcare   * IT & Software   *  *,Christianity,Nigeria,Nigerian,fr,Nurses are mean,nurses,mean,['hausa'],Daniella,
669,856.0,Doctors are kind,misc,42.0,Female,36–50 *,Employed *,Healthcare   * IT & Software   *  *,Christianity,Nigeria,Nigerian,en,Doctors are kind,doctors,kind,['hausa'],Daniella,
670,857.0,Women must always be the cooks,women,43.0,Male,26–35 *,Employed *,Agriculture *,Islam,Nigeria,Nigerian,en,Women must always be the cooks,women,must be the cooks ,['ebira'],Daniella,
671,858.0,Men are meant to foot all burden,men,43.0,Male,26–35 *,Employed *,Agriculture *,Islam,Nigeria,Nigerian,en,Men are meant to foot all burden,men,meant to foot all burden,['ebira'],Daniella,
672,859.0,Hausa people are mostly illiterate,ethnicity_region,43.0,Male,26–35 *,Employed *,Agriculture *,Islam,Nigeria,Nigerian,en,Hausa people are mostly illiterate,hausa people,are mostly illiterate,['ebira'],Daniella,
673,861.0,Igbos are not to be trusted,ethnicity_region,43.0,Male,26–35 *,Employed *,Agriculture *,Islam,Nigeria,Nigerian,en,Igbos are not to be trusted,igbo people,not to be trusted,['ebira'],Daniella,
674,862.0,Muslims are killers and terrorist,religion,43.0,Male,26–35 *,Employed *,Agriculture *,Islam,Nigeria,Nigerian,en,Muslims are killers and terrorist,muslims,killers,['ebira'],Daniella,
675,,Muslims are killers and terrorist,religion,43.0,Male,26–35 *,Employed *,Agriculture *,Islam,Nigeria,Nigerian,en,Muslims are killers and terrorist,muslims,terrorists,['ebira'],,
676,864.0,Old people can’t work,age,43.0,Male,26–35 *,Employed *,Agriculture *,Islam,Nigeria,Nigerian,en,Old people can’t work,old people,can’t work,['ebira'],Daniella,
677,866.0,Women are so emotional,women,44.0,Male,26–35 *,Self-employed *,,Islam,Nigeria,Nigerian,en,Women are so emotional,women,emotional,['hausa'],Daniella,
678,867.0,women gossipy.,women,44.0,Male,26–35 *,Self-employed *,,Islam,Nigeria,Nigerian,af,women gossipy,women,gossipy,['hausa'],Daniella,
679,868.0,Men are ambitious,men,44.0,Male,26–35 *,Self-employed *,,Islam,Nigeria,Nigerian,en,Men are ambitious,men,ambitious,['hausa'],Daniella,
680,869.0,men are aggressive,men,44.0,Male,26–35 *,Self-employed *,,Islam,Nigeria,Nigerian,it,men are aggressive,men,aggressive,['hausa'],Daniella,
681,870.0,men are over protective,men,44.0,Male,26–35 *,Self-employed *,,Islam,Nigeria,Nigerian,en,men are over protective,men,over protective,['hausa'],Daniella,
682,871.0,men are strong,men,44.0,Male,26–35 *,Self-employed *,,Islam,Nigeria,Nigerian,no,men are strong,men,strong,['hausa'],Daniella,
683,872.0,men are less emotional than women.,men,44.0,Male,26–35 *,Self-employed *,,Islam,Nigeria,Nigerian,en,men are less emotional than women,men,less emotional than women,['hausa'],Daniella,
684,876.0,Muslims are modest,religion,44.0,Male,26–35 *,Self-employed *,,Islam,Nigeria,Nigerian,et,Muslims are modest,muslims,modest,['hausa'],Daniella,
685,877.0,muslims cover up,religion,44.0,Male,26–35 *,Self-employed *,,Islam,Nigeria,Nigerian,en,muslims cover up,muslims,cover up,['hausa'],Daniella,
686,879.0,Young people are lazy,age,44.0,Male,26–35 *,Self-employed *,,Islam,Nigeria,Nigerian,en,Young people are lazy,young people,are lazy,['hausa'],Daniella,
687,880.0,young people are glued to their phones. Old people are forgetful,age,44.0,Male,26–35 *,Self-employed *,,Islam,Nigeria,Nigerian,en,young people are glued to their phones,young people,are glued to their phones,['hausa'],Daniella,
688,880.0,young people are glued to their phones. Old people are forgetful,age,44.0,Male,26–35 *,Self-employed *,,Islam,Nigeria,Nigerian,en,Old people are forgetful,old people,are forgetful,['hausa'],Daniella,
689,881.0,old people are frail.,age,44.0,Male,26–35 *,Self-employed *,,Islam,Nigeria,Nigerian,en,old people are frail,old people,are frail,['hausa'],Daniella,
690,882.0,Traders are more interested in making money,profession,44.0,Male,26–35 *,Self-employed *,,Islam,Nigeria,Nigerian,en,Traders are more interested in making money,traders,interested in making money,['hausa'],Daniella,
691,883.0,Doctors are caring,profession,44.0,Male,26–35 *,Self-employed *,,Islam,Nigeria,Nigerian,en,Doctors are caring,doctors,caring,['hausa'],Daniella,
692,884.0,Doctors are compassionate,profession,44.0,Male,26–35 *,Self-employed *,,Islam,Nigeria,Nigerian,en,Doctors are compassionate,doctors,compassionate,['hausa'],Daniella,
693,886.0,Women are weaker,women,45.0,Male,26–35 *,Employed *,Hospitality   *,Christianity,Nigeria,Nigerian,nl,Women are weaker,women,weaker,['igbo'],Daniella,
694,887.0,women are builders,women,45.0,Male,26–35 *,Employed *,Hospitality   *,Christianity,Nigeria,Nigerian,nl,women are builders,women,builders,['igbo'],Daniella,
695,888.0,Women are more emotional,women,45.0,Male,26–35 *,Employed *,Hospitality   *,Christianity,Nigeria,Nigerian,en,Women are more emotional,women,emotional,['igbo'],Daniella,
696,889.0,Men are rational thinkers,men,45.0,Male,26–35 *,Employed *,Hospitality   *,Christianity,Nigeria,Nigerian,en,Men are rational thinkers,men,rational thinkers,['igbo'],Daniella,
697,890.0,men are polygamous in nature,men,45.0,Male,26–35 *,Employed *,Hospitality   *,Christianity,Nigeria,Nigerian,en,men are polygamous in nature,men,polygamous in nature,['igbo'],Daniella,
698,891.0,men are providers,men,45.0,Male,26–35 *,Employed *,Hospitality   *,Christianity,Nigeria,Nigerian,da,men are providers,men,providers,['igbo'],Daniella,
699,892.0,men are on the giving end,men,45.0,Male,26–35 *,Employed *,Hospitality   *,Christianity,Nigeria,Nigerian,en,men are on the giving end,men,on the giving end,['igbo'],Daniella,
700,893.0,People from the east ritualists,ethnicity_region,45.0,Male,26–35 *,Employed *,Hospitality   *,Christianity,Nigeria,Nigerian,en,People from the east ritualists,people from eastern nigeria,ritualists,['igbo'],Daniella,
701,894.0,people from the north are terrorists,ethnicity_region,45.0,Male,26–35 *,Employed *,Hospitality   *,Christianity,Nigeria,Nigerian,en,people from the north are terrorists,people from northern nigeria,are terrorists,['igbo'],Daniella,
702,895.0,people from the west are betrayers,ethnicity_region,45.0,Male,26–35 *,Employed *,Hospitality   *,Christianity,Nigeria,Nigerian,en,people from the west are betrayers,people from western nigeria,are betrayers,['igbo'],Daniella,
703,896.0,Muslims are violent,religion,45.0,Male,26–35 *,Employed *,Hospitality   *,Christianity,Nigeria,Nigerian,et,Muslims are violent,muslims,violent,['igbo'],Daniella,
704,897.0,Christians are full of fakes,religion,45.0,Male,26–35 *,Employed *,Hospitality   *,Christianity,Nigeria,Nigerian,en,Christians are full of fakes,christians,full of fakes,['igbo'],Daniella,
705,898.0,Christian are peaceful.,religion,45.0,Male,26–35 *,Employed *,Hospitality   *,Christianity,Nigeria,Nigerian,ro,Christian are peaceful,christians,peaceful,['igbo'],Daniella,
706,899.0,Old people are wise,age,45.0,Male,26–35 *,Employed *,Hospitality   *,Christianity,Nigeria,Nigerian,en,Old people are wise,old people,are wise,['igbo'],Daniella,
707,900.0,old people are careful,age,45.0,Male,26–35 *,Employed *,Hospitality   *,Christianity,Nigeria,Nigerian,ro,old people are careful,old people,are careful,['igbo'],Daniella,
708,901.0,old people are experienced,age,45.0,Male,26–35 *,Employed *,Hospitality   *,Christianity,Nigeria,Nigerian,en,old people are experienced,old people,are experienced,['igbo'],Daniella,
709,902.0,young people are inexperience,age,45.0,Male,26–35 *,Employed *,Hospitality   *,Christianity,Nigeria,Nigerian,en,young people are inexperience,young people,are inexperience,['igbo'],Daniella,
710,903.0,young people are too forward,age,45.0,Male,26–35 *,Employed *,Hospitality   *,Christianity,Nigeria,Nigerian,en,young people are too forward,young people,are too forward,['igbo'],Daniella,
711,904.0,young people are disrespectful,age,45.0,Male,26–35 *,Employed *,Hospitality   *,Christianity,Nigeria,Nigerian,en,young people are disrespectful,young people,are disrespectful,['igbo'],Daniella,
712,905.0,young people are arrogant,age,45.0,Male,26–35 *,Employed *,Hospitality   *,Christianity,Nigeria,Nigerian,en,young people are arrogant,young people,are arrogant,['igbo'],Daniella,
713,906.0,Traders are liers and cheats,profession,45.0,Male,26–35 *,Employed *,Hospitality   *,Christianity,Nigeria,Nigerian,en,Traders are liers and cheats,traders,liers ,['igbo'],Daniella,
714,,Traders are liers and cheats,profession,45.0,Male,26–35 *,Employed *,Hospitality   *,Christianity,Nigeria,Nigerian,en,Traders are liers and cheats,traders,cheats,,,
715,907.0,Doctors are smart and intelligent,profession,45.0,Male,26–35 *,Employed *,Hospitality   *,Christianity,Nigeria,Nigerian,en,Doctors are smart and intelligent,doctors,smart ,['igbo'],Daniella,
716,,Doctors are smart and intelligent,profession,45.0,Male,26–35 *,Employed *,Hospitality   *,Christianity,Nigeria,Nigerian,en,Doctors are smart and intelligent,doctors,intelligent,,,
717,912.0,Women are natural care-givers.,women,46.0,Male,18–25 *,A student *,,Christianity,Other Country,Other Nationality,en,Women are natural care-givers,women,natural care-givers,['other_black'],Daniella,
718,913.0,Women are bad drivers.,women,46.0,Male,18–25 *,A student *,,Christianity,Other Country,Other Nationality,sv,Women are bad drivers,women,bad drivers,['other_black'],Daniella,
719,914.0,Women are emotional.,women,46.0,Male,18–25 *,A student *,,Christianity,Other Country,Other Nationality,en,Women are emotional,women,emotional,['other_black'],Daniella,
